"","czone","IND","variable","HH","forecast","czonename"
"1129","37500","48","2024",26622.4042904823,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1130","37400","48","2024",56213.2175525407,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1131","37300","48","2024",2878.82870748435,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1132","37200","48","2024",12059.7680907392,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1133","37100","48","2024",15876.9978310338,"Ind Age Forecast","Bakersfield, CA Metro "
"1134","37000","48","2024",18788.1981570275,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1135","36700","48","2024",1256.37824726092,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1136","36600","48","2024",2775.4687958389,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1137","38300","51","2024",326695.001073049,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1138","38200","51","2024",5941.47526361566,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1139","38100","51","2024",1403.8976556524,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1140","38000","51","2024",37921.1353482664,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1141","37800","51","2024",97111.4036784906,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1142","37700","51","2024",4594.9474986232,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1143","37500","51","2024",60877.8029683724,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1144","37400","51","2024",35050.5506422941,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1145","37300","51","2024",1494.64886725699,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1146","37200","51","2024",3942.62811486268,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1147","37100","51","2024",3901.05424452667,"Ind Age Forecast","Bakersfield, CA Metro "
"1148","37000","51","2024",4153.02319462706,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1149","36700","51","2024",651.544600938967,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1150","36600","51","2024",1286.96708530285,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1151","38300","52","2024",386771.398177093,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1152","38200","52","2024",11318.0699081645,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1153","38100","52","2024",2291.55632583939,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1154","38000","52","2024",61329.8024020364,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1155","37800","52","2024",153475.55077638,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1156","37700","52","2024",12083.6084347787,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1157","37500","52","2024",33870.2664332756,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1158","37400","52","2024",70146.4857229796,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1159","37300","52","2024",3797.15329692869,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1160","37200","52","2024",9459.3306588512,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1161","37100","52","2024",7587.71212246982,"Ind Age Forecast","Bakersfield, CA Metro "
"1162","37000","52","2024",10165.5308105245,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1163","36700","52","2024",1925.36767535728,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1164","36600","52","2024",3550.45216601525,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1165","38300","53","2024",219383.706022889,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1166","38200","53","2024",8345.11278619674,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1167","38100","53","2024",871.333333333333,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1168","38000","53","2024",42397.9660363632,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1169","37800","53","2024",67374.0041047154,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1170","37700","53","2024",5679.11450027597,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1171","37500","53","2024",26955.5863864696,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1172","37400","53","2024",35991.9162255394,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1173","37300","53","2024",2282.37503461086,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1174","37200","53","2024",4473.23013234419,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1175","37100","53","2024",5328.03302607849,"Ind Age Forecast","Bakersfield, CA Metro "
"1176","37000","53","2024",5155.46488399632,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1177","36700","53","2024",1077.72452897756,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1178","36600","53","2024",1670.61181868893,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1179","38300","54","2024",1146596.40415364,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1180","38200","54","2024",39595.5442085304,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1181","38100","54","2024",2700.13146735421,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1182","38000","54","2024",237658.072337004,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1183","37800","54","2024",503481.203109307,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1184","37700","54","2024",32157.2536219425,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1185","37500","54","2024",225476.507955851,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1186","37400","54","2024",160086.775533574,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1187","37300","54","2024",11403.2294884372,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1188","37200","54","2024",23534.9014249873,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1189","37100","54","2024",27054.936054248,"Ind Age Forecast","Bakersfield, CA Metro "
"1190","37000","54","2024",32130.3504662791,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1191","36700","54","2024",6025.24232130118,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1192","36600","54","2024",8096.75460046106,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1193","38300","55","2024",18058.9700173249,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1194","38200","55","2024",326,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1195","38000","55","2024",5257.21898732715,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1196","37800","55","2024",11900.5497131748,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1197","37700","55","2024",300,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1198","37500","55","2024",3667.52157952247,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1199","37400","55","2024",3091.96290045767,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1200","37300","55","2024",265,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1201","37200","55","2024",778,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1202","37000","55","2024",624.666666666667,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1203","38300","61","2024",799891.814255823,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1204","38200","61","2024",41470.211385868,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1205","38100","61","2024",7784.18190713656,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1206","38000","61","2024",152666.774718249,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1207","37800","61","2024",241782.351407792,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1208","37700","61","2024",18228.2805375974,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1209","37500","61","2024",102836.91243026,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1210","37400","61","2024",128719.448105004,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1211","37300","61","2024",9568.69130930687,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1212","37200","61","2024",35753.7229235352,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1213","37100","61","2024",28757.3570321672,"Ind Age Forecast","Bakersfield, CA Metro "
"1214","37000","61","2024",32693.0016590701,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1215","36700","61","2024",7470.86673345034,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1216","36600","61","2024",6949.2317641346,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1217","38300","62","2024",1208688.44494795,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1218","38200","62","2024",50541.4910062971,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1219","38100","62","2024",10011.024216939,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1220","38000","62","2024",206495.646545974,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1221","37800","62","2024",404234.398196758,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1222","37700","62","2024",41991.4563837798,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1223","37500","62","2024",142914.220681209,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1224","37400","62","2024",203173.614650437,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1225","37300","62","2024",23121.6693345633,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1226","37200","62","2024",49009.5637260112,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1227","37100","62","2024",43193.02828179,"Ind Age Forecast","Bakersfield, CA Metro "
"1228","37000","62","2024",45374.9759877023,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1229","36700","62","2024",9255.2246234194,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1230","36600","62","2024",15258.8256965892,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1231","38300","71","2024",291936.381413664,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1232","38200","71","2024",9543.0898341479,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1233","38100","71","2024",687.393758461242,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1234","38000","71","2024",53194.5500340515,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1235","37800","71","2024",68885.0795701923,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1236","37700","71","2024",7099.07183212332,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1237","37500","71","2024",24460.2887397754,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1238","37400","71","2024",36898.0573044311,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1239","37300","71","2024",3262.59756539403,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1240","37200","71","2024",7128.67964033091,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1241","37100","71","2024",5320.59014110256,"Ind Age Forecast","Bakersfield, CA Metro "
"1242","37000","71","2024",5130.52857119059,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1243","36700","71","2024",2493.65554337596,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1244","36600","71","2024",3753.10141543676,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1245","38300","72","2024",736391.209503027,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1246","38200","72","2024",37794.0764813519,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1247","38100","72","2024",6413.15266460903,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1248","38000","72","2024",143166.742638052,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1249","37800","72","2024",233016.740736172,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1250","37700","72","2024",26486.4430327357,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1251","37500","72","2024",86221.6064937809,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1252","37400","72","2024",111100.540542317,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1253","37300","72","2024",8887.64975579287,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1254","37200","72","2024",26479.7309787777,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1255","37100","72","2024",30410.0070858414,"Ind Age Forecast","Bakersfield, CA Metro "
"1256","37000","72","2024",29098.6028286168,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1257","36700","72","2024",6966.88255941818,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1258","36600","72","2024",6212.83702929613,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1259","38300","81","2024",520718.003673582,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1260","38200","81","2024",19310.1922449046,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1261","38100","81","2024",4731.0272885137,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1262","38000","81","2024",76420.0273809625,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1263","37800","81","2024",144818.61139087,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1264","37700","81","2024",15740.290123753,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1265","37500","81","2024",52201.7529128605,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1266","37400","81","2024",69823.0295502126,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1267","37300","81","2024",4756.60161961141,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1268","37200","81","2024",10046.7022879446,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1269","37100","81","2024",15490.5399921624,"Ind Age Forecast","Bakersfield, CA Metro "
"1270","37000","81","2024",15723.0844373891,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1271","36700","81","2024",3531.56290934154,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1272","36600","81","2024",4690.37744996122,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1273","38300","92","2024",348017.430382944,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1274","38200","92","2024",20768.3576317291,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1275","38100","92","2024",9247.55828788035,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1276","38000","92","2024",93838.5609445439,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1277","37800","92","2024",124333.815644441,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1278","37700","92","2024",13266.8824867701,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1279","37500","92","2024",31745.1782328342,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1280","37400","92","2024",127754.684604571,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1281","37300","92","2024",8185.94270944611,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1282","37200","92","2024",27690.7581939364,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1283","37100","92","2024",27950.8411605144,"Ind Age Forecast","Bakersfield, CA Metro "
"1284","37000","92","2024",14950.478823838,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1285","36700","92","2024",4361.45946639535,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1286","36600","92","2024",6334.55917919384,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1287","38300","99","2024",NA,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1288","38200","99","2024",NA,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1289","38100","99","2024",NA,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1290","38000","99","2024",NA,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1291","37800","99","2024",NA,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1292","37700","99","2024",NA,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1293","37500","99","2024",NA,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1294","37400","99","2024",NA,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1295","37300","99","2024",NA,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1296","37200","99","2024",NA,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1297","37100","99","2024",NA,"Ind Age Forecast","Bakersfield, CA Metro "
"1298","37000","99","2024",NA,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1299","36700","99","2024",NA,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1300","36600","99","2024",NA,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1301","38300","21","2034",9527.33035839361,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1302","38200","21","2034",2429.22720677583,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1303","38000","21","2034",700.564873722768,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1304","37800","21","2034",2873.86058525637,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1305","37700","21","2034",197,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1306","37500","21","2034",323.982885085574,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1307","37400","21","2034",1161.99625770243,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1308","37300","21","2034",717,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1309","37200","21","2034",300.248062015504,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1310","37100","21","2034",14721.785945103,"Ind Age Forecast","Bakersfield, CA Metro "
"1311","37000","21","2034",442,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1312","36600","21","2034",510.496124031008,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1313","38300","22","2034",65423.8863433437,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1314","38200","22","2034",4807.687908369,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1315","38100","22","2034",2512.30552503744,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1316","38000","22","2034",11080.1784319973,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1317","37800","22","2034",21567.8543109704,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1318","37700","22","2034",2064.14896872491,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1319","37500","22","2034",6207.58380093696,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1320","37400","22","2034",13599.3023132877,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1321","37300","22","2034",1353,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1322","37200","22","2034",2042.12059489825,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1323","37100","22","2034",3811.74326242018,"Ind Age Forecast","Bakersfield, CA Metro "
"1324","37000","22","2034",3311.56888085545,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1325","36700","22","2034",556.814460329357,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1326","36600","22","2034",675.005557449211,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1327","38300","23","2034",590572.094350736,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1328","38200","23","2034",21962.2115152697,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1329","38100","23","2034",2173.24878481913,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1330","38000","23","2034",98385.0834729344,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1331","37800","23","2034",164888.81221856,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1332","37700","23","2034",21878.1166180142,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1333","37500","23","2034",66747.8525590994,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1334","37400","23","2034",116996.092198986,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1335","37300","23","2034",5901.3421196686,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1336","37200","23","2034",24197.1500767836,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1337","37100","23","2034",32230.8941846601,"Ind Age Forecast","Bakersfield, CA Metro "
"1338","37000","23","2034",24524.2616202124,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1339","36700","23","2034",5118.7149813023,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1340","36600","23","2034",7517.64355592283,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1341","38300","33","2034",946753.05977098,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1342","38200","33","2034",22648.4674520731,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1343","38100","33","2034",2576.43551583473,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1344","38000","33","2034",136121.902724058,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1345","37800","33","2034",227006.786305206,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1346","37700","33","2034",25890.1824705212,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1347","37500","33","2034",195176.94324425,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1348","37400","33","2034",95364.7718792761,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1349","37300","33","2034",5732.14495981601,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1350","37200","33","2034",21903.6518899933,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1351","37100","33","2034",19352.1639136564,"Ind Age Forecast","Bakersfield, CA Metro "
"1352","37000","33","2034",41598.8054089675,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1353","36700","33","2034",3685.89771658633,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1354","36600","33","2034",3292.18423932092,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1355","38300","42","2034",333830.719797173,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1356","38200","42","2034",6905.60052871013,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1357","38100","42","2034",2888.41752000148,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1358","38000","42","2034",41974.1235380327,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1359","37800","42","2034",55187.5316612809,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1360","37700","42","2034",7555.53317590945,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1361","37500","42","2034",28581.546946509,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1362","37400","42","2034",35880.740381893,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1363","37300","42","2034",1333.28158536605,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1364","37200","42","2034",14118.6221424716,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1365","37100","42","2034",10489.5577358772,"Ind Age Forecast","Bakersfield, CA Metro "
"1366","37000","42","2034",14870.8749640194,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1367","36700","42","2034",1011.20630005657,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1368","36600","42","2034",735.303172449204,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1369","38300","44","2034",1069119.29753613,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1370","38200","44","2034",44401.7759490171,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1371","38100","44","2034",10238.3347646638,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1372","38000","44","2034",192912.170262666,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1373","37800","44","2034",318435.770950565,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1374","37700","44","2034",34369.0882269361,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
"1375","37500","44","2034",122735.641505938,"Ind Age Forecast","San Jose-Sunnyvale-Santa Clara, CA Metro "
"1376","37400","44","2034",174951.151920582,"Ind Age Forecast","Sacramento--Arden-Arcade--Roseville, CA Metro "
"1377","37300","44","2034",16034.2300800655,"Ind Age Forecast","Yuba City-Marysville, CA PLUS "
"1378","37200","44","2034",36038.6155652568,"Ind Age Forecast","Fresno, CA Metro PLUS"
"1379","37100","44","2034",42164.2366499733,"Ind Age Forecast","Bakersfield, CA Metro "
"1380","37000","44","2034",49363.2661015087,"Ind Age Forecast","Merced, Modesto Metro PLUS"
"1381","36700","44","2034",9295.62785643835,"Ind Age Forecast","Eureka-Arcata-Fortuna, CA Micro "
"1382","36600","44","2034",10834.0007462022,"Ind Age Forecast","Redding, CA Metro Eureka-Arcata-Fortuna, CA Micro "
"1383","38300","48","2034",393007.856544902,"Ind Age Forecast","Los Angeles-Long Beach-Glendale, CA Metro Division"
"1384","38200","48","2034",11920.11125174,"Ind Age Forecast","Santa Barbara, San Luis Obispo-Paso Robles, CA Metro "
"1385","38100","48","2034",4397.93062310073,"Ind Age Forecast","Yuma, AZ Metro El Centro Metro"
"1386","38000","48","2034",45608.3050662334,"Ind Age Forecast","San Diego-Carlsbad-San Marcos, CA Metro "
"1387","37800","48","2034",116482.385509585,"Ind Age Forecast","San Francisco-San Mateo-Redwood City, CA Metro Division"
"1388","37700","48","2034",7135.71287592768,"Ind Age Forecast","Santa Rosa-Petaluma, CA Metro "
